,Datetime,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2020-10-09 12:56:48.319166,51.46826,352.44934,45.787212,340.85696,46.024757,358.1517,43.17656,319.23825,44.36967,349.94934,79.770424,297.09048,85.65493,362.2945,139.76642,367.0305,139.3288,371.94727,186.9804,365.64706,188.0447,366.28714,177.42802,336.03162,174.32806,298.09793,272.88565,336.7503,260.97528,292.39273,329.43994,335.20325,327.25894,293.5912
2,2020-10-09 12:56:50.043454,59.34342,340.43484,53.491077,341.4628,53.73247,338.70248,50.666664,340.70587,48.747868,332.01047,85.34667,364.19397,81.29736,295.53943,135.27565,377.46646,128.64331,271.22867,185.63768,380.99365,171.725,265.48773,181.4881,342.70834,176.95055,303.1843,267.42712,336.0,261.17484,295.36725,331.98557,335.4551,334.69653,298.4964
3,2020-10-09 12:56:52.031808,45.508247,322.0496,39.12612,327.0736,40.371513,316.2697,40.355755,335.10925,42.758186,307.10007,81.82849,358.1579,84.10335,288.2363,132.6909,370.1342,132.99408,272.6687,181.1628,369.5973,179.99998,267.9493,177.64009,338.03366,175.26022,299.57907,267.73282,335.90625,265.0196,320.7843,333.916,334.7901,336.30954,299.64288
4,2020-10-09 12:56:54.005347,45.121937,322.444,38.847282,325.49454,40.52595,316.5518,39.726105,332.0737,42.19151,306.7412,81.0564,357.3236,84.78327,287.49936,132.80305,369.91827,132.84686,271.99982,179.21452,371.92273,178.86624,268.30444,176.395,340.33725,172.86275,298.5098,268.60834,336.59756,266.99893,295.9862,334.06073,335.38602,337.0504,298.92648
5,2020-10-09 12:56:56.001885,44.53592,321.38818,38.485817,325.92242,39.708527,315.62598,40.28901,334.6373,41.954575,307.45135,82.16685,357.9235,85.57035,287.6469,132.65681,370.00693,133.88461,272.95834,180.72894,369.78445,181.40276,269.83963,176.39482,339.5527,174.63852,298.65704,266.5098,325.4902,262.54227,297.82156,333.52863,334.433,336.1934,298.43973
6,2020-10-09 12:56:58.020602,48.568253,322.10028,41.904545,328.4397,43.376663,316.61218,41.907093,335.58875,44.510017,307.22354,83.324776,358.29062,86.27451,289.9608,132.28596,370.68637,134.13898,274.33533,180.49753,371.25433,181.36885,271.50375,176.0363,340.22144,173.0194,299.25955,265.70547,336.33664,261.47403,296.88382,332.4166,335.16443,336.11578,298.6659
7,2020-10-09 12:57:00.008871,59.12845,310.77762,53.203053,314.99936,53.724712,305.0158,52.163357,322.24542,54.04936,296.04617,89.021454,341.4586,92.86275,279.05884,138.85873,357.53564,139.04263,262.7935,180.14677,360.33878,184.37987,257.7489,184.36047,333.54922,183.0159,292.78506,256.55127,335.28342,257.69427,293.3628,324.1564,335.53638,322.05707,295.07315
8,2020-10-09 12:57:02.025302,77.2549,333.7255,72.73788,338.05994,72.18925,328.45145,73.05681,348.17484,71.6,321.68036,106.368195,359.32376,104.405334,306.35773,149.49028,369.82364,143.30614,290.40985,189.92625,368.46732,179.76022,283.90875,185.4717,340.9804,184.97168,307.33273,254.07074,338.93982,252.21657,300.6319,309.38232,336.7099,310.84293,300.9349
9,2020-10-09 12:57:04.006371,92.314156,313.81808,86.32852,313.06442,86.239334,315.0722,83.51297,305.5001,85.210266,314.86353,113.07515,335.32632,116.4166,288.08093,153.90616,345.93198,154.57477,275.9512,186.30588,341.34213,190.35698,272.7757,188.40842,329.63892,190.03922,297.33334,244.23314,329.48547,245.05621,296.59637,298.00317,332.13474,298.41187,298.86588
10,2020-10-09 12:57:06.015108,93.64706,318.90195,88.77064,323.10507,88.86136,315.3971,88.24883,332.69415,87.643524,310.05548,117.76905,345.24017,117.744415,300.94977,155.94714,355.95682,152.78189,288.88647,189.344,355.80026,184.95859,282.89636,186.97824,332.7131,185.94809,304.7588,241.80426,332.04126,239.66266,304.38354,294.2331,324.52432,293.90042,303.89407
11,2020-10-09 12:57:08.000026,92.86275,318.11765,88.809105,323.1107,88.50637,315.32733,88.66441,332.4696,87.380165,310.29163,117.95689,345.25882,117.88577,300.9512,155.259,355.71713,153.30405,289.5369,189.24701,355.9177,185.47046,283.17105,185.94464,333.65115,184.91591,305.98767,241.3211,331.87418,239.3464,305.14285,294.3781,326.2447,293.93875,302.99097
